dataset,split,rho_global,rho_assay_aggregated
kinodata,0,0.5618301072423433,0.3631852926340182
kinodata,1,0.5298557675004191,0.3569075270746572
kinodata,2,0.5603896801911896,0.40879959634862595
kinodata,3,0.4497012342713066,0.28895250960184277
kinodata,4,0.5533153506603257,0.36567077659455677
