dataset,split,rho_global,rho_assay_aggregated
kinodata,0,0.2780229622731368,0.38608818595842537
kinodata,1,0.24411847967221026,0.3994892106616577
kinodata,2,0.29818410354738994,0.38498073911290587
kinodata,3,0.25783936715560224,0.3160126960998596
kinodata,4,0.2420204164771883,0.21519089713189116
