Train loss,epoch,step,Validation loss
1.0190640687942505,0,49,
1.000988483428955,0,99,
0.9650646448135376,0,149,
0.8806662559509277,0,199,
0.9505016803741455,0,249,
0.9787570834159851,0,299,
,0,334,0.9071857333183289
0.997302770614624,1,349,
0.967106282711029,1,399,
0.9822944402694702,1,449,
1.088321566581726,1,499,
1.0062144994735718,1,549,
0.995270848274231,1,599,
1.008162021636963,1,649,
1.0187931060791016,2,699,
1.0023101568222046,2,749,
1.0412715673446655,2,799,
1.0328004360198975,2,849,
0.9912012815475464,2,899,
0.9971216917037964,2,949,
1.038448452949524,2,999,
,2,1003,0.9990524053573608
1.0373479127883911,3,1049,
0.9711840748786926,3,1099,
0.9717972278594971,3,1149,
1.0616397857666016,3,1199,
1.0726521015167236,3,1249,
0.9595528244972229,3,1299,
,3,1338,1.0170491933822632
1.0442614555358887,4,1349,
0.8983948826789856,4,1399,
1.0698156356811523,4,1449,
1.0049810409545898,4,1499,
1.0035454034805298,4,1549,
0.9767470955848694,4,1599,
1.0771214962005615,4,1649,
1.036391019821167,5,1699,
1.0408344268798828,5,1749,
0.9153493046760559,5,1799,
0.9856299757957458,5,1849,
0.91038978099823,5,1899,
0.9687874913215637,5,1949,
1.1028783321380615,5,1999,
,5,2007,1.000793695449829
0.9671252965927124,6,2049,
1.0373631715774536,6,2099,
0.958244800567627,6,2149,
1.02492356300354,6,2199,
0.9324110746383667,6,2249,
1.0355234146118164,6,2299,
,6,2342,1.0007753372192383
0.9811450242996216,7,2349,
1.0667442083358765,7,2399,
1.0264148712158203,7,2449,
1.0291640758514404,7,2499,
1.0424197912216187,7,2549,
1.0865436792373657,7,2599,
0.9492814540863037,7,2649,
,7,2677,0.9870714545249939
0.9478734731674194,8,2699,
0.9378230571746826,8,2749,
1.0256823301315308,8,2799,
0.9585006833076477,8,2849,
0.9820060729980469,8,2899,
1.0291379690170288,8,2949,
1.034467339515686,8,2999,
,8,3012,1.0062731504440308
0.9471754431724548,9,3049,
0.9510886669158936,9,3099,
0.9505612850189209,9,3149,
0.9554892778396606,9,3199,
0.9806703329086304,9,3249,
1.0391695499420166,9,3299,
,9,3347,0.9998317360877991
0.9710102081298828,10,3349,
1.0310580730438232,10,3399,
0.9787721633911133,10,3449,
1.0237723588943481,10,3499,
1.0143741369247437,10,3549,
0.9662244915962219,10,3599,
1.0344631671905518,10,3649,
,10,3682,0.9988006353378296
1.0351226329803467,11,3699,
1.0958163738250732,11,3749,
0.9947277307510376,11,3799,
0.9917043447494507,11,3849,
0.9956526756286621,11,3899,
0.9319035410881042,11,3949,
1.0018378496170044,11,3999,
,11,4017,1.0041536092758179
0.9902755618095398,12,4049,
1.0653877258300781,12,4099,
1.0748753547668457,12,4149,
0.9586877822875977,12,4199,
0.9049282073974609,12,4249,
1.0178742408752441,12,4299,
1.006975769996643,12,4349,
,12,4352,0.9945897459983826
0.9542645812034607,13,4399,
0.9362896680831909,13,4449,
1.0003273487091064,13,4499,
0.9681040048599243,13,4549,
1.0000720024108887,13,4599,
0.9551820158958435,13,4649,
,13,4687,0.9985618591308594
0.9789218902587891,14,4699,
0.9799845814704895,14,4749,
1.0105396509170532,14,4799,
0.9150360226631165,14,4849,
1.0533865690231323,14,4899,
1.0645978450775146,14,4949,
0.9257125854492188,14,4999,
,14,5022,1.0068700313568115
1.0408254861831665,15,5049,
1.039808988571167,15,5099,
1.0455516576766968,15,5149,
0.9084938764572144,15,5199,
0.9233009219169617,15,5249,
1.0544610023498535,15,5299,
1.069152593612671,15,5349,
,15,5357,0.998370349407196
0.9521064758300781,16,5399,
1.0081543922424316,16,5449,
0.9983084201812744,16,5499,
0.9570845365524292,16,5549,
1.0295060873031616,16,5599,
0.9365500807762146,16,5649,
,16,5692,0.9956952929496765
1.0423085689544678,17,5699,
0.9738575220108032,17,5749,
0.951628565788269,17,5799,
0.9895326495170593,17,5849,
0.9742098450660706,17,5899,
0.980200469493866,17,5949,
0.9892340302467346,17,5999,
0.9321857690811157,18,6049,
1.0097062587738037,18,6099,
1.0239208936691284,18,6149,
1.0062710046768188,18,6199,
0.9161665439605713,18,6249,
0.952356219291687,18,6299,
1.0354756116867065,18,6349,
,18,6361,1.0004571676254272
1.0343981981277466,19,6399,
0.9997065663337708,19,6449,
0.9872919917106628,19,6499,
1.0518656969070435,19,6549,
1.0101982355117798,19,6599,
1.0025604963302612,19,6649,
,19,6696,0.9994917511940002
1.0588324069976807,20,6699,
1.0305403470993042,20,6749,
1.0240124464035034,20,6799,
0.8754891157150269,20,6849,
1.1036592721939087,20,6899,
1.0113579034805298,20,6949,
0.9745150208473206,20,6999,
