dataset,split,rho_global,rho_assay_aggregated
landrum,0,0.3792534128575913,0.25275754091757446
landrum,1,0.45179221443293877,0.312243709925099
landrum,2,0.34894464661752167,0.24524711508734148
landrum,3,0.3518943522399424,0.25919802151911714
landrum,4,0.3582237817901042,0.26694876691006497
