dataset,split,rho_global,rho_assay_aggregated
omnivore_short,0,0.28239608943286854,0.40183875943473085
omnivore_short,1,0.27798688198897614,0.3863569504958979
omnivore_short,2,0.2738245401324613,0.4049038013622671
omnivore_short,3,0.2593223233615942,0.37247061666878606
omnivore_short,4,0.28945130483697096,0.4208520156778715
