dataset,split,rho_global,rho_assay_aggregated
omnivore_short,0,0.5548240437330809,0.349246637435881
omnivore_short,1,0.5344898154508878,0.3253525366140783
omnivore_short,2,0.5511699186279606,0.3475568399699978
omnivore_short,3,0.5255420996193261,0.31759167785299475
omnivore_short,4,0.5224115103866876,0.3325562763258777
